272,0,-1,-1,0,-1,-1,0,281.8625,659.9875,61200,197.70509977827052,773.2660753880266,115005
272,1,-1,-1,0,-1,-1,0,283.10526315789474,661.3805668016195,62985,201.11529933481154,775.9756097560976,115005
272,2,-1,-1,0,377.0,555.0,255,284.43220338983053,661.4194915254237,60180,204.71364653243847,778.5704697986578,113985
272,3,-1,-1,0,377.6842105263158,555.421052631579,4845,285.5686274509804,663.643137254902,65025,208.84080717488789,781.8049327354261,113730
272,4,-1,-1,0,377.4468085106383,556.8936170212766,11985,286.75889328063244,664.695652173913,255,213.1,784.8652173913043,117300
272,5,-1,-1,0,376.92,556.8933333333333,19125,288.57471264367814,666.1992337164751,66555,217.60927152317882,787.8145695364238,115515
272,6,-1,-1,0,376.7111111111111,557.1333333333333,22950,290.44150943396227,667.5396226415095,510,222.982683982684,791.3722943722944,117810
272,7,-1,-1,0,376.15384615384613,558.0384615384615,510,292.51807228915663,668.6224899598394,510,228.51011235955056,794.4921348314607,113475
272,8,-1,-1,0,376.424,558.536,255,294.65587044534414,669.8906882591093,62985,234.71205357142858,797.9888392857143,114240
272,9,-1,-1,0,377.1085271317829,559.4496124031008,32895,296.772,671.264,255,240.83258928571428,801.4151785714286,114240
272,10,-1,-1,0,377.88652482269504,559.7375886524823,35955,299.20472440944883,673.2992125984252,64770,246.84234234234233,804.4707207207207,113220
272,11,-1,-1,0,378.4179104477612,560.3432835820895,34170,301.468992248062,674.8565891472869,255,253.51116071428572,807.7522321428571,114240
272,12,-1,-1,0,379.30434782608694,560.591304347826,29325,304.2931726907631,676.7751004016064,255,260.4347826086956,811.1173913043478,117300
272,13,-1,-1,0,380.2463768115942,561.6014492753624,35190,306.6754716981132,678.4754716981132,255,267.32173913043476,814.4260869565218,117300
272,14,-1,-1,0,380.66906474820144,561.956834532374,35445,309.8206106870229,681.1145038167939,255,274.98064516129034,817.3462365591398,118575
272,15,-1,-1,0,382.09022556390977,563.2932330827068,33915,312.84328358208955,682.5,255,282.5692640692641,820.4805194805194,117810
272,16,-1,-1,0,382.8880597014925,563.8432835820895,34170,316.1622641509434,684.833962264151,67575,290.824016563147,823.5734989648033,123165
272,17,470.5,465.5,2040,384.34328358208955,565.1194029850747,34170,319.76190476190476,687.1501831501831,255,298.92152466367713,826.7982062780269,5355
272,18,469.5,463.5,510,384.93939393939394,565.9166666666666,33660,323.6529850746269,688.9701492537314,68340,307.02159827213825,829.4730021598272,1020
