frame,blueX,blueY,yellowX,yellowY,pinkX,pinkY,greenX,greenY
0,-1,-1,0.318266972,-0.20547809,0.654946936,-0.415001914,0.929360509,-0.681764655
1,-1,-1,0.319417437,-0.207590016,0.652594051,-0.418973325,0.918875493,-0.693618833
2,-1,-1,0.319784006,-0.208466558,0.650077841,-0.42235471,0.907897161,-0.705385236
3,-1,-1,0.319677575,-0.209118234,0.647561631,-0.425736096,0.896115601,-0.716824801
4,-1,-1,0.318268605,-0.211072158,0.644649266,-0.429970063,0.883350587,-0.729849635
5,-1,-1,0.316116013,-0.21236591,0.641736901,-0.43420403,0.86871182,-0.742005034
6,-1,-1,0.314424954,-0.213433486,0.638494217,-0.438869412,0.853908704,-0.755641168
7,-1,-1,0.312865457,-0.216230969,0.635251533,-0.443534794,0.838350621,-0.766803007
8,-1,-1,0.312308631,-0.217905712,0.632008848,-0.448200175,0.821850294,-0.780507989
9,-1,-1,0.311958553,-0.219519896,0.628766164,-0.452865557,0.80440327,-0.793192415
10,-1,-1,0.309960595,-0.221053092,0.62469677,-0.458167254,0.785852563,-0.805724464
11,-1,-1,0.308075707,-0.224602469,0.620627376,-0.463468951,0.76546348,-0.817970704
12,-1,-1,0.30707682,-0.225429632,0.616681084,-0.468921966,0.745760744,-0.829502245
13,-1,-1,0.305397861,-0.227288298,0.611825858,-0.474773624,0.725487685,-0.840494155
14,-1,-1,0.302194083,-0.230001665,0.606654179,-0.480736501,0.704174139,-0.850978666
15,-1,-1,0.301055909,-0.232166037,0.601061874,-0.487076696,0.682233452,-0.862282238
16,-1,-1,0.300114525,-0.234422308,0.595532428,-0.493462764,0.660566157,-0.872576898
17,-1,-1,0.298744462,-0.235994138,0.589906687,-0.500346009,0.637243125,-0.880175696
18,-1,-1,0.295341696,-0.239015303,0.583939782,-0.507317563,0.613412567,-0.890140954
19,-1,-1,0.295410798,-0.241782641,0.577972877,-0.514289117,0.590546481,-0.896925623
20,-1,-1,0.292986716,-0.243207464,0.570306502,-0.521805233,0.566761317,-0.906061019
21,-1,-1,0.290450935,-0.247035908,0.562640126,-0.529321349,0.541893817,-0.913486743
22,-1,-1,0.288927656,-0.249568828,0.55497375,-0.536837465,0.518334666,-0.91994966
23,-1,-1,0.285103025,-0.252064989,0.546678626,-0.545028778,0.493163344,-0.92550032
24,-1,-1,0.283451915,-0.254081996,0.538383502,-0.553220092,0.470218358,-0.931152329
25,-1,-1,0.280202527,-0.257744058,0.528486509,-0.560818872,0.445451979,-0.93620339
26,-1,-1,0.278267779,-0.25962528,0.519135035,-0.569390957,0.420735193,-0.941360661
27,-0.008074671,-0.024501775,0.275010262,-0.263417758,0.509783562,-0.577963042,0.396760747,-0.946405204
28,-0.011907268,-0.016521567,0.272111904,-0.265740778,0.498885147,-0.586231727,0.377403583,-0.950417343
29,-0.006090119,-0.011838445,0.267856217,-0.269667222,0.487421421,-0.594222312,0.358046419,-0.954429481
30,-0.007347726,-0.00850905,0.265903135,-0.271380823,0.475863276,-0.602783656,0.338689255,-0.958441619
31,-0.002844447,-0.00646484,0.262025171,-0.275071105,0.464301321,-0.611552863,0.31933209,-0.962453757
32,-0.002672168,-0.00418044,0.259205083,-0.277183011,0.451793629,-0.619490662,0.299974926,-0.966465896
33,-0.001729866,-0.001396681,0.255338164,-0.281823029,0.439285936,-0.627428461,0.280617762,-0.970478034
34,-0.000614701,-0.000503876,0.250742175,-0.284588053,0.426778244,-0.63536626,0.261260598,-0.974490172
35,0.000690652,5.15E-05,0.24768133,-0.288030442,0.412589335,-0.644234765,0.241903434,-0.97850231
36,0.001356676,0.000333471,0.243651746,-0.291193483,0.398617994,-0.651860182,0.22254627,-0.982514449
37,0.002221124,0.00030512,0.239240908,-0.293120055,0.384646652,-0.659485599,0.203189106,-0.986526587
38,0.002415102,0.000335938,0.23584746,-0.297599775,0.370194379,-0.667103681,0.183831942,-0.990538725
39,0.001997303,0.000267819,0.231609921,-0.300911176,0.354729809,-0.673751551,0.164474778,-0.994550863
40,0.001810455,0.000123225,0.227372382,-0.304222578,0.338571785,-0.680703972,0.145117614,-0.998563002
41,0.003808793,-9.89E-05,0.222560422,-0.307696187,0.320484409,-0.683756059,0.12576045,-1.00257514
42,0.003808793,-9.89E-05,0.217580765,-0.310125182,0.302397034,-0.686808146,0.106403286,-1.006587278
43,0.003806868,-0.000493854,0.212574776,-0.314258728,0.284309658,-0.689860233,0.087046122,-1.010599416
44,0.003806868,-0.000493854,0.207678553,-0.317479938,0.266222283,-0.69291232,0.067688958,-1.014611555
45,0.00337063,-0.000416772,0.204227157,-0.320109571,0.248134907,-0.695964406,0.048331794,-1.018623693
46,0.00337063,-0.000416772,0.199573639,-0.323602056,0.230047532,-0.699016493,0.02897463,-1.022635831
47,0.00359878,-0.000684542,0.194253764,-0.326736607,0.211960156,-0.70206858,0.009617466,-1.026647969
48,0.00359878,-0.000684542,0.188858727,-0.328896973,0.193872781,-0.705120667,-0.009739698,-1.030660108
49,0.003351337,-0.000304749,0.184426837,-0.332516787,0.175785406,-0.708172754,-0.029096862,-1.034672246
50,0.003351337,-0.000304749,0.177579706,-0.33612363,0.15769803,-0.711224841,-0.048454026,-1.038684384
51,0.00342313,-0.000390522,0.172368855,-0.338818271,0.139610655,-0.714276928,-0.06781119,-1.042696522
52,0.00342313,-0.000390522,0.166304343,-0.341744328,0.121523279,-0.717329015,-0.087168354,-1.046708661
53,0.001605774,-0.000234026,0.160496501,-0.345424407,0.103435904,-0.720381102,-0.106525518,-1.050720799
54,0.001605774,-0.000234026,0.15413205,-0.347372315,0.085348528,-0.723433189,-0.120543657,-1.055871263
55,0.001312709,-0.000336723,0.148596013,-0.34931486,0.067261153,-0.726485276,-0.133277657,-1.060567983
56,0.001312709,-0.000336723,0.142205717,-0.35186688,0.049173777,-0.729537363,-0.144596862,-1.064225826
57,0.001213927,3.16E-05,0.13557912,-0.354657171,0.031086402,-0.73258945,-0.155559324,-1.067762133
58,0.001213927,3.16E-05,0.129087893,-0.355253327,0.011816306,-0.730616979,-0.16661644,-1.071514894
59,0.000754055,-0.000597749,0.111624783,-0.354161512,-0.006537581,-0.729871539,-0.175932249,-1.074173365
